source_row,country,stream_id,period_start,period_end,reason,source_provisional
1760,UKR,,2008-12-22,2008-12-28,excluded_non_sentinel,True
1761,UKR,,2009-01-12,2009-01-18,excluded_non_sentinel,True
1762,UKR,,2009-01-19,2009-01-25,excluded_non_sentinel,True
1763,UKR,,2009-01-26,2009-02-01,excluded_non_sentinel,True
1764,UKR,,2009-02-02,2009-02-08,excluded_non_sentinel,True
1765,UKR,,2009-02-09,2009-02-15,excluded_non_sentinel,True
1766,UKR,,2009-02-16,2009-02-22,excluded_non_sentinel,True
1767,UKR,,2009-02-23,2009-03-01,excluded_non_sentinel,True
1768,UKR,,2009-03-02,2009-03-08,excluded_non_sentinel,True
1769,UKR,,2009-03-09,2009-03-15,excluded_non_sentinel,True
1770,UKR,,2009-03-16,2009-03-22,excluded_non_sentinel,True
1771,UKR,,2009-03-23,2009-03-29,excluded_non_sentinel,True
1772,UKR,,2009-03-30,2009-04-05,excluded_non_sentinel,True
1773,UKR,,2009-04-06,2009-04-12,excluded_non_sentinel,True
1774,UKR,,2009-04-13,2009-04-19,excluded_non_sentinel,True
1775,UKR,,2009-04-20,2009-04-26,excluded_non_sentinel,True
1776,UKR,,2009-04-27,2009-05-03,excluded_non_sentinel,True
1777,UKR,,2009-05-04,2009-05-10,excluded_non_sentinel,True
1778,UKR,,2009-05-11,2009-05-17,excluded_non_sentinel,True
1779,UKR,,2009-05-18,2009-05-24,excluded_non_sentinel,True
1780,UKR,,2009-05-25,2009-05-31,excluded_non_sentinel,True
1781,UKR,,2009-06-01,2009-06-07,excluded_non_sentinel,True
1782,UKR,,2009-06-08,2009-06-14,excluded_non_sentinel,True
1783,UKR,,2009-06-15,2009-06-21,excluded_non_sentinel,True
1784,UKR,,2009-06-22,2009-06-28,excluded_non_sentinel,True
1785,UKR,,2009-06-29,2009-07-05,excluded_non_sentinel,True
1786,UKR,,2009-07-06,2009-07-12,excluded_non_sentinel,True
1787,UKR,,2009-07-13,2009-07-19,excluded_non_sentinel,True
1788,UKR,,2009-07-20,2009-07-26,excluded_non_sentinel,True
1789,UKR,,2009-07-27,2009-08-02,excluded_non_sentinel,True
1790,UKR,,2009-08-03,2009-08-09,excluded_non_sentinel,True
1791,UKR,,2009-08-10,2009-08-16,excluded_non_sentinel,True
1792,UKR,,2009-08-17,2009-08-23,excluded_non_sentinel,True
1793,UKR,,2009-08-24,2009-08-30,excluded_non_sentinel,True
1794,UKR,,2009-08-31,2009-09-06,excluded_non_sentinel,True
1795,UKR,,2009-09-07,2009-09-13,excluded_non_sentinel,True
1796,UKR,,2009-09-14,2009-09-20,excluded_non_sentinel,True
1797,UKR,,2009-09-21,2009-09-27,excluded_non_sentinel,True
1798,UKR,,2009-10-05,2009-10-11,excluded_non_sentinel,True
1799,UKR,,2009-10-12,2009-10-18,excluded_non_sentinel,True
1800,UKR,,2009-10-19,2009-10-25,excluded_non_sentinel,True
1801,UKR,,2009-11-02,2009-11-08,excluded_non_sentinel,True
1802,UKR,,2009-11-09,2009-11-15,excluded_non_sentinel,True
1803,UKR,,2009-11-16,2009-11-22,excluded_non_sentinel,True
1804,UKR,,2009-11-23,2009-11-29,excluded_non_sentinel,True
1805,UKR,,2009-11-30,2009-12-06,excluded_non_sentinel,True
1806,UKR,,2009-12-07,2009-12-13,excluded_non_sentinel,True
1807,UKR,,2009-12-14,2009-12-20,excluded_non_sentinel,True
1808,UKR,,2009-12-21,2009-12-27,excluded_non_sentinel,True
1809,UKR,,2009-12-28,2010-01-03,excluded_non_sentinel,True
1810,UKR,,2010-01-04,2010-01-10,excluded_non_sentinel,True
1811,UKR,,2010-01-11,2010-01-17,excluded_non_sentinel,True
1812,UKR,,2010-01-18,2010-01-24,excluded_non_sentinel,True
1813,UKR,,2010-01-25,2010-01-31,excluded_non_sentinel,True
1814,UKR,,2010-02-01,2010-02-07,excluded_non_sentinel,True
1815,UKR,,2010-02-08,2010-02-14,excluded_non_sentinel,True
1816,UKR,,2010-02-15,2010-02-21,excluded_non_sentinel,True
1817,UKR,,2010-02-22,2010-02-28,excluded_non_sentinel,True
1818,UKR,,2010-03-01,2010-03-07,excluded_non_sentinel,True
1819,UKR,,2010-03-22,2010-03-28,excluded_non_sentinel,True
1820,UKR,,2010-03-29,2010-04-04,excluded_non_sentinel,True
1821,UKR,,2010-04-05,2010-04-11,excluded_non_sentinel,True
1822,UKR,,2010-04-12,2010-04-18,excluded_non_sentinel,True
1823,UKR,,2010-04-19,2010-04-25,excluded_non_sentinel,True
1824,UKR,,2010-04-26,2010-05-02,excluded_non_sentinel,True
1825,UKR,,2010-05-24,2010-05-30,excluded_non_sentinel,True
1826,UKR,,2010-06-28,2010-07-04,excluded_non_sentinel,True
1827,UKR,,2010-10-11,2010-10-17,excluded_non_sentinel,True
1828,UKR,,2010-10-18,2010-10-24,excluded_non_sentinel,True
1829,UKR,,2010-10-25,2010-10-31,excluded_non_sentinel,True
1830,UKR,,2010-11-01,2010-11-07,excluded_non_sentinel,True
1831,UKR,,2010-11-08,2010-11-14,excluded_non_sentinel,True
1832,UKR,,2010-11-15,2010-11-21,excluded_non_sentinel,True
1833,UKR,,2010-11-22,2010-11-28,excluded_non_sentinel,True
1834,UKR,,2010-11-29,2010-12-05,excluded_non_sentinel,True
1835,UKR,,2010-12-06,2010-12-12,excluded_non_sentinel,True
1836,UKR,,2010-12-13,2010-12-19,excluded_non_sentinel,True
1837,UKR,,2010-12-20,2010-12-26,excluded_non_sentinel,True
1838,UKR,,2010-12-27,2011-01-02,excluded_non_sentinel,True
1839,UKR,,2011-01-03,2011-01-09,excluded_non_sentinel,True
1840,UKR,,2011-01-10,2011-01-16,excluded_non_sentinel,True
1841,UKR,,2011-01-17,2011-01-23,excluded_non_sentinel,True
1842,UKR,,2011-01-24,2011-01-30,excluded_non_sentinel,True
1843,UKR,,2011-01-31,2011-02-06,excluded_non_sentinel,True
1844,UKR,,2011-02-07,2011-02-13,excluded_non_sentinel,True
1845,UKR,,2011-02-14,2011-02-20,excluded_non_sentinel,True
1846,UKR,,2011-02-21,2011-02-27,excluded_non_sentinel,True
1847,UKR,,2011-02-28,2011-03-06,excluded_non_sentinel,True
1848,UKR,,2011-03-07,2011-03-13,excluded_non_sentinel,True
1849,UKR,,2011-03-14,2011-03-20,excluded_non_sentinel,True
1850,UKR,,2011-03-21,2011-03-27,excluded_non_sentinel,True
1851,UKR,,2011-03-28,2011-04-03,excluded_non_sentinel,True
1852,UKR,,2011-04-04,2011-04-10,excluded_non_sentinel,True
1853,UKR,,2011-04-11,2011-04-17,excluded_non_sentinel,True
1854,UKR,,2011-04-18,2011-04-24,excluded_non_sentinel,True
1855,UKR,,2011-04-25,2011-05-01,excluded_non_sentinel,True
1856,UKR,,2011-05-02,2011-05-08,excluded_non_sentinel,True
1857,UKR,,2011-05-09,2011-05-15,excluded_non_sentinel,True
1858,UKR,,2011-05-16,2011-05-22,excluded_non_sentinel,True
1859,UKR,,2011-05-30,2011-06-05,excluded_non_sentinel,True
1860,UKR,,2011-06-06,2011-06-12,excluded_non_sentinel,True
1861,UKR,,2011-06-13,2011-06-19,excluded_non_sentinel,True
1862,UKR,,2011-06-20,2011-06-26,excluded_non_sentinel,True
1863,UKR,,2011-06-27,2011-07-03,excluded_non_sentinel,True
1864,UKR,,2011-07-18,2011-07-24,excluded_non_sentinel,True
1865,UKR,,2011-08-22,2011-08-28,excluded_non_sentinel,True
1866,UKR,,2011-09-26,2011-10-02,excluded_non_sentinel,True
1867,UKR,,2011-10-17,2011-10-23,excluded_non_sentinel,True
1868,UKR,,2011-10-24,2011-10-30,excluded_non_sentinel,True
1869,UKR,,2011-10-31,2011-11-06,excluded_non_sentinel,True
1870,UKR,,2011-11-07,2011-11-13,excluded_non_sentinel,True
1871,UKR,,2011-11-14,2011-11-20,excluded_non_sentinel,True
1872,UKR,,2011-11-21,2011-11-27,excluded_non_sentinel,True
1873,UKR,,2011-11-28,2011-12-04,excluded_non_sentinel,True
1874,UKR,,2011-12-05,2011-12-11,excluded_non_sentinel,True
1875,UKR,,2011-12-12,2011-12-18,excluded_non_sentinel,True
1876,UKR,,2011-12-19,2011-12-25,excluded_non_sentinel,True
1877,UKR,,2011-12-26,2012-01-01,excluded_non_sentinel,True
1878,UKR,,2012-01-09,2012-01-15,excluded_non_sentinel,True
1879,UKR,,2012-01-16,2012-01-22,excluded_non_sentinel,True
1880,UKR,,2012-01-23,2012-01-29,excluded_non_sentinel,True
1881,UKR,,2012-01-30,2012-02-05,excluded_non_sentinel,True
1882,UKR,,2012-02-06,2012-02-12,excluded_non_sentinel,True
1883,UKR,,2012-02-13,2012-02-19,excluded_non_sentinel,True
1884,UKR,,2012-02-20,2012-02-26,excluded_non_sentinel,True
1885,UKR,,2012-02-27,2012-03-04,excluded_non_sentinel,True
1886,UKR,,2012-03-05,2012-03-11,excluded_non_sentinel,True
1887,UKR,,2012-03-12,2012-03-18,excluded_non_sentinel,True
1888,UKR,,2012-03-19,2012-03-25,excluded_non_sentinel,True
1889,UKR,,2012-03-26,2012-04-01,excluded_non_sentinel,True
1890,UKR,,2012-04-02,2012-04-08,excluded_non_sentinel,True
1891,UKR,,2012-04-09,2012-04-15,excluded_non_sentinel,True
1892,UKR,,2012-04-16,2012-04-22,excluded_non_sentinel,True
1893,UKR,,2012-05-07,2012-05-13,excluded_non_sentinel,True
1894,UKR,,2012-05-21,2012-05-27,excluded_non_sentinel,True
1895,UKR,,2012-05-28,2012-06-03,excluded_non_sentinel,True
1896,UKR,,2012-07-30,2012-08-05,excluded_non_sentinel,True
1897,UKR,,2012-09-24,2012-09-30,excluded_non_sentinel,True
1898,UKR,,2012-10-01,2012-10-07,excluded_non_sentinel,True
1899,UKR,,2012-10-08,2012-10-14,excluded_non_sentinel,True
1900,UKR,,2012-10-15,2012-10-21,excluded_non_sentinel,True
1901,UKR,,2012-10-22,2012-10-28,excluded_non_sentinel,True
1902,UKR,,2012-10-29,2012-11-04,excluded_non_sentinel,True
1903,UKR,,2012-11-05,2012-11-11,excluded_non_sentinel,True
1904,UKR,,2012-11-12,2012-11-18,excluded_non_sentinel,True
1905,UKR,,2012-11-19,2012-11-25,excluded_non_sentinel,True
1906,UKR,,2012-11-26,2012-12-02,excluded_non_sentinel,True
1907,UKR,,2012-12-03,2012-12-09,excluded_non_sentinel,True
1908,UKR,,2012-12-10,2012-12-16,excluded_non_sentinel,True
1909,UKR,,2012-12-17,2012-12-23,excluded_non_sentinel,True
1910,UKR,,2012-12-24,2012-12-30,excluded_non_sentinel,True
1911,UKR,,2012-12-31,2013-01-06,excluded_non_sentinel,True
1912,UKR,,2013-01-07,2013-01-13,excluded_non_sentinel,True
1913,UKR,,2013-01-14,2013-01-20,excluded_non_sentinel,True
1914,UKR,,2013-01-21,2013-01-27,excluded_non_sentinel,True
1915,UKR,,2013-01-28,2013-02-03,excluded_non_sentinel,True
1916,UKR,,2013-02-04,2013-02-10,excluded_non_sentinel,True
1917,UKR,,2013-02-11,2013-02-17,excluded_non_sentinel,True
1918,UKR,,2013-02-18,2013-02-24,excluded_non_sentinel,True
1919,UKR,,2013-02-25,2013-03-03,excluded_non_sentinel,True
1920,UKR,,2013-03-04,2013-03-10,excluded_non_sentinel,True
1921,UKR,,2013-03-11,2013-03-17,excluded_non_sentinel,True
1922,UKR,,2013-03-18,2013-03-24,excluded_non_sentinel,True
1923,UKR,,2013-04-01,2013-04-07,excluded_non_sentinel,True
1924,UKR,,2013-04-08,2013-04-14,excluded_non_sentinel,True
1925,UKR,,2013-04-15,2013-04-21,excluded_non_sentinel,True
1926,UKR,,2013-04-22,2013-04-28,excluded_non_sentinel,True
1927,UKR,,2013-05-06,2013-05-12,excluded_non_sentinel,True
1928,UKR,,2013-05-13,2013-05-19,excluded_non_sentinel,True
1929,UKR,,2013-05-20,2013-05-26,excluded_non_sentinel,True
1930,UKR,,2013-05-27,2013-06-02,excluded_non_sentinel,True
1931,UKR,,2013-06-10,2013-06-16,excluded_non_sentinel,True
1932,UKR,,2013-06-17,2013-06-23,excluded_non_sentinel,True
1933,UKR,,2013-06-24,2013-06-30,excluded_non_sentinel,True
1934,UKR,,2013-07-01,2013-07-07,excluded_non_sentinel,True
1935,UKR,,2013-07-08,2013-07-14,excluded_non_sentinel,True
1936,UKR,,2013-07-15,2013-07-21,excluded_non_sentinel,True
1937,UKR,,2013-07-22,2013-07-28,excluded_non_sentinel,True
1938,UKR,,2013-08-19,2013-08-25,excluded_non_sentinel,True
1939,UKR,,2013-08-26,2013-09-01,excluded_non_sentinel,True
1940,UKR,,2013-09-30,2013-10-06,excluded_non_sentinel,True
1941,UKR,,2013-10-07,2013-10-13,excluded_non_sentinel,True
1942,UKR,,2013-10-14,2013-10-20,excluded_non_sentinel,True
1943,UKR,,2013-10-21,2013-10-27,excluded_non_sentinel,True
1944,UKR,,2013-10-28,2013-11-03,excluded_non_sentinel,True
1945,UKR,,2013-11-04,2013-11-10,excluded_non_sentinel,True
1946,UKR,,2013-11-18,2013-11-24,excluded_non_sentinel,True
1947,UKR,,2013-11-25,2013-12-01,excluded_non_sentinel,True
1948,UKR,,2013-12-02,2013-12-08,excluded_non_sentinel,True
1949,UKR,,2013-12-09,2013-12-15,excluded_non_sentinel,True
1950,UKR,,2013-12-16,2013-12-22,excluded_non_sentinel,True
1951,UKR,,2013-12-23,2013-12-29,excluded_non_sentinel,True
1952,UKR,,2013-12-30,2014-01-05,excluded_non_sentinel,True
1953,UKR,,2014-01-06,2014-01-12,excluded_non_sentinel,True
1954,UKR,,2014-01-13,2014-01-19,excluded_non_sentinel,True
1955,UKR,f2db5a970558fea2477e,2014-01-13,2014-01-19,eligible,True
1956,UKR,,2014-01-20,2014-01-26,excluded_non_sentinel,True
1957,UKR,f2db5a970558fea2477e,2014-01-20,2014-01-26,low_testing,True
1958,UKR,,2014-01-27,2014-02-02,excluded_non_sentinel,True
1959,UKR,,2014-02-03,2014-02-09,excluded_non_sentinel,True
1960,UKR,,2014-02-10,2014-02-16,excluded_non_sentinel,True
1961,UKR,,2014-02-17,2014-02-23,excluded_non_sentinel,True
1962,UKR,,2014-02-24,2014-03-02,excluded_non_sentinel,True
1963,UKR,,2014-03-03,2014-03-09,excluded_non_sentinel,True
1964,UKR,,2014-03-10,2014-03-16,excluded_non_sentinel,True
1965,UKR,,2014-03-17,2014-03-23,excluded_non_sentinel,True
1966,UKR,,2014-03-24,2014-03-30,excluded_non_sentinel,True
1967,UKR,,2014-03-31,2014-04-06,excluded_non_sentinel,True
1968,UKR,,2014-04-07,2014-04-13,excluded_non_sentinel,True
1969,UKR,,2014-04-14,2014-04-20,excluded_non_sentinel,True
1970,UKR,,2014-04-21,2014-04-27,excluded_non_sentinel,True
1971,UKR,,2014-04-28,2014-05-04,excluded_non_sentinel,True
1972,UKR,,2014-05-05,2014-05-11,excluded_non_sentinel,True
1973,UKR,,2014-05-12,2014-05-18,excluded_non_sentinel,True
1974,UKR,,2014-09-29,2014-10-05,excluded_non_sentinel,True
1975,UKR,,2014-10-06,2014-10-12,excluded_non_sentinel,True
1976,UKR,f2db5a970558fea2477e,2014-10-06,2014-10-12,low_testing,True
1977,UKR,,2014-10-13,2014-10-19,excluded_non_sentinel,True
1978,UKR,,2014-10-27,2014-11-02,excluded_non_sentinel,True
1979,UKR,f2db5a970558fea2477e,2014-10-27,2014-11-02,low_testing,True
1980,UKR,,2014-11-03,2014-11-09,excluded_non_sentinel,True
1981,UKR,f2db5a970558fea2477e,2014-11-03,2014-11-09,low_testing,True
1982,UKR,,2014-11-10,2014-11-16,excluded_non_sentinel,True
1983,UKR,f2db5a970558fea2477e,2014-11-10,2014-11-16,low_testing,True
1984,UKR,,2014-11-17,2014-11-23,excluded_non_sentinel,True
1985,UKR,f2db5a970558fea2477e,2014-11-17,2014-11-23,low_testing,True
1986,UKR,,2014-11-24,2014-11-30,excluded_non_sentinel,True
1987,UKR,f2db5a970558fea2477e,2014-11-24,2014-11-30,low_testing,True
1988,UKR,,2014-12-01,2014-12-07,excluded_non_sentinel,True
1989,UKR,f2db5a970558fea2477e,2014-12-01,2014-12-07,low_testing,True
1990,UKR,,2014-12-08,2014-12-14,excluded_non_sentinel,True
1991,UKR,f2db5a970558fea2477e,2014-12-08,2014-12-14,low_testing,True
1992,UKR,,2014-12-15,2014-12-21,excluded_non_sentinel,True
1993,UKR,f2db5a970558fea2477e,2014-12-15,2014-12-21,low_testing,True
1994,UKR,,2014-12-22,2014-12-28,excluded_non_sentinel,True
1995,UKR,f2db5a970558fea2477e,2014-12-22,2014-12-28,eligible,True
1996,UKR,,2014-12-29,2015-01-04,excluded_non_sentinel,True
1997,UKR,f2db5a970558fea2477e,2014-12-29,2015-01-04,low_testing,True
1998,UKR,,2015-01-05,2015-01-11,excluded_non_sentinel,True
1999,UKR,f2db5a970558fea2477e,2015-01-05,2015-01-11,low_testing,True
2000,UKR,,2015-01-12,2015-01-18,excluded_non_sentinel,True
2001,UKR,f2db5a970558fea2477e,2015-01-12,2015-01-18,eligible,True
2002,UKR,,2015-01-19,2015-01-25,excluded_non_sentinel,True
2003,UKR,f2db5a970558fea2477e,2015-01-19,2015-01-25,low_testing,True
2004,UKR,,2015-01-26,2015-02-01,excluded_non_sentinel,True
2005,UKR,f2db5a970558fea2477e,2015-01-26,2015-02-01,eligible,True
2006,UKR,,2015-02-02,2015-02-08,excluded_non_sentinel,True
2007,UKR,f2db5a970558fea2477e,2015-02-02,2015-02-08,eligible,True
2008,UKR,,2015-02-09,2015-02-15,excluded_non_sentinel,True
2009,UKR,f2db5a970558fea2477e,2015-02-09,2015-02-15,eligible,True
2010,UKR,,2015-02-16,2015-02-22,excluded_non_sentinel,True
2011,UKR,f2db5a970558fea2477e,2015-02-16,2015-02-22,eligible,True
2012,UKR,,2015-02-23,2015-03-01,excluded_non_sentinel,True
2013,UKR,f2db5a970558fea2477e,2015-02-23,2015-03-01,eligible,True
2014,UKR,,2015-03-02,2015-03-08,excluded_non_sentinel,True
2015,UKR,f2db5a970558fea2477e,2015-03-02,2015-03-08,eligible,True
2016,UKR,,2015-03-09,2015-03-15,excluded_non_sentinel,True
2017,UKR,f2db5a970558fea2477e,2015-03-09,2015-03-15,eligible,True
2018,UKR,,2015-03-16,2015-03-22,excluded_non_sentinel,True
2019,UKR,f2db5a970558fea2477e,2015-03-16,2015-03-22,eligible,True
2020,UKR,,2015-03-23,2015-03-29,excluded_non_sentinel,True
2021,UKR,,2015-03-30,2015-04-05,excluded_non_sentinel,True
2022,UKR,,2015-04-06,2015-04-12,excluded_non_sentinel,True
2023,UKR,,2015-04-13,2015-04-19,excluded_non_sentinel,True
2024,UKR,,2015-04-20,2015-04-26,excluded_non_sentinel,True
2025,UKR,,2015-04-27,2015-05-03,excluded_non_sentinel,True
2026,UKR,,2015-05-04,2015-05-10,excluded_non_sentinel,True
2027,UKR,,2015-05-11,2015-05-17,excluded_non_sentinel,True
2028,UKR,,2015-05-18,2015-05-24,excluded_non_sentinel,True
2029,UKR,,2015-05-25,2015-05-31,excluded_non_sentinel,True
2030,UKR,,2015-06-08,2015-06-14,excluded_non_sentinel,True
2031,UKR,,2015-06-15,2015-06-21,excluded_non_sentinel,True
2032,UKR,,2015-06-22,2015-06-28,excluded_non_sentinel,True
2033,UKR,,2015-09-14,2015-09-20,excluded_non_sentinel,True
2034,UKR,,2015-10-12,2015-10-18,excluded_non_sentinel,True
2035,UKR,,2015-10-19,2015-10-25,excluded_non_sentinel,True
2036,UKR,,2015-11-02,2015-11-08,excluded_non_sentinel,True
2037,UKR,,2015-11-09,2015-11-15,excluded_non_sentinel,True
2038,UKR,,2015-11-16,2015-11-22,excluded_non_sentinel,True
2039,UKR,,2015-11-23,2015-11-29,excluded_non_sentinel,True
2040,UKR,,2015-11-30,2015-12-06,excluded_non_sentinel,True
2041,UKR,,2015-12-07,2015-12-13,excluded_non_sentinel,True
2042,UKR,,2015-12-14,2015-12-20,excluded_non_sentinel,True
2043,UKR,,2015-12-21,2015-12-27,excluded_non_sentinel,True
2044,UKR,,2015-12-28,2016-01-03,excluded_non_sentinel,True
2045,UKR,,2016-01-04,2016-01-10,excluded_non_sentinel,True
2046,UKR,,2016-01-11,2016-01-17,excluded_non_sentinel,True
2047,UKR,,2016-01-18,2016-01-24,excluded_non_sentinel,True
2048,UKR,,2016-01-25,2016-01-31,excluded_non_sentinel,True
2049,UKR,,2016-02-01,2016-02-07,excluded_non_sentinel,True
2050,UKR,,2016-02-08,2016-02-14,excluded_non_sentinel,True
2051,UKR,,2016-02-15,2016-02-21,excluded_non_sentinel,True
2052,UKR,,2016-02-22,2016-02-28,excluded_non_sentinel,True
2053,UKR,,2016-02-29,2016-03-06,excluded_non_sentinel,True
2054,UKR,,2016-03-07,2016-03-13,excluded_non_sentinel,True
2055,UKR,,2016-03-14,2016-03-20,excluded_non_sentinel,True
2056,UKR,,2016-03-21,2016-03-27,excluded_non_sentinel,True
2057,UKR,,2016-03-28,2016-04-03,excluded_non_sentinel,True
2058,UKR,,2016-04-04,2016-04-10,excluded_non_sentinel,True
2059,UKR,,2016-04-11,2016-04-17,excluded_non_sentinel,True
2060,UKR,,2016-04-18,2016-04-24,excluded_non_sentinel,True
2061,UKR,,2016-04-25,2016-05-01,excluded_non_sentinel,True
2062,UKR,,2016-05-02,2016-05-08,excluded_non_sentinel,True
2063,UKR,,2016-05-09,2016-05-15,excluded_non_sentinel,True
2064,UKR,,2016-05-16,2016-05-22,excluded_non_sentinel,True
2065,UKR,,2016-10-24,2016-10-30,excluded_non_sentinel,True
2066,UKR,,2016-11-07,2016-11-13,excluded_non_sentinel,True
2067,UKR,,2016-11-14,2016-11-20,excluded_non_sentinel,True
2068,UKR,,2016-11-21,2016-11-27,excluded_non_sentinel,True
2069,UKR,,2016-11-28,2016-12-04,excluded_non_sentinel,True
2070,UKR,,2016-12-05,2016-12-11,excluded_non_sentinel,True
2071,UKR,,2016-12-12,2016-12-18,excluded_non_sentinel,True
2072,UKR,,2016-12-19,2016-12-25,excluded_non_sentinel,True
2073,UKR,,2016-12-26,2017-01-01,excluded_non_sentinel,True
2074,UKR,,2017-01-02,2017-01-08,excluded_non_sentinel,True
2075,UKR,,2017-01-09,2017-01-15,excluded_non_sentinel,True
2076,UKR,,2017-01-16,2017-01-22,excluded_non_sentinel,True
2077,UKR,,2017-01-30,2017-02-05,excluded_non_sentinel,True
2078,UKR,,2017-02-06,2017-02-12,excluded_non_sentinel,True
2079,UKR,,2017-02-13,2017-02-19,excluded_non_sentinel,True
2080,UKR,,2017-02-20,2017-02-26,excluded_non_sentinel,True
2081,UKR,,2017-02-27,2017-03-05,excluded_non_sentinel,True
2082,UKR,,2017-03-06,2017-03-12,excluded_non_sentinel,True
2083,UKR,,2017-03-13,2017-03-19,excluded_non_sentinel,True
2084,UKR,,2017-03-20,2017-03-26,excluded_non_sentinel,True
2085,UKR,,2017-03-27,2017-04-02,excluded_non_sentinel,True
2086,UKR,,2017-04-03,2017-04-09,excluded_non_sentinel,True
2087,UKR,,2017-04-10,2017-04-16,excluded_non_sentinel,True
2088,UKR,,2017-04-17,2017-04-23,excluded_non_sentinel,True
2089,UKR,,2017-04-24,2017-04-30,excluded_non_sentinel,True
2090,UKR,,2017-05-01,2017-05-07,excluded_non_sentinel,True
2091,UKR,,2017-05-08,2017-05-14,excluded_non_sentinel,True
2092,UKR,,2017-05-15,2017-05-21,excluded_non_sentinel,True
2093,UKR,,2017-05-22,2017-05-28,excluded_non_sentinel,True
2094,UKR,,2017-06-05,2017-06-11,excluded_non_sentinel,True
2095,UKR,,2017-06-12,2017-06-18,excluded_non_sentinel,True
2096,UKR,,2017-10-09,2017-10-15,excluded_non_sentinel,True
2097,UKR,,2017-10-23,2017-10-29,excluded_non_sentinel,True
2098,UKR,,2017-10-30,2017-11-05,excluded_non_sentinel,True
2099,UKR,,2017-11-06,2017-11-12,excluded_non_sentinel,True
2100,UKR,,2017-11-13,2017-11-19,excluded_non_sentinel,True
2101,UKR,,2017-11-20,2017-11-26,excluded_non_sentinel,True
2102,UKR,,2017-11-27,2017-12-03,excluded_non_sentinel,True
2103,UKR,,2017-12-04,2017-12-10,excluded_non_sentinel,True
2104,UKR,,2017-12-11,2017-12-17,excluded_non_sentinel,True
2105,UKR,,2017-12-18,2017-12-24,excluded_non_sentinel,True
2106,UKR,,2017-12-25,2017-12-31,excluded_non_sentinel,True
2107,UKR,,2018-01-01,2018-01-07,excluded_non_sentinel,True
2108,UKR,,2018-01-08,2018-01-14,excluded_non_sentinel,True
2109,UKR,,2018-01-15,2018-01-21,excluded_non_sentinel,True
2110,UKR,,2018-01-22,2018-01-28,excluded_non_sentinel,True
2111,UKR,,2018-01-29,2018-02-04,excluded_non_sentinel,True
2112,UKR,,2018-02-05,2018-02-11,excluded_non_sentinel,True
2113,UKR,,2018-02-12,2018-02-18,excluded_non_sentinel,True
2114,UKR,,2018-02-19,2018-02-25,excluded_non_sentinel,True
2115,UKR,,2018-02-26,2018-03-04,excluded_non_sentinel,True
2116,UKR,,2018-03-05,2018-03-11,excluded_non_sentinel,True
2117,UKR,,2018-03-12,2018-03-18,excluded_non_sentinel,True
2118,UKR,,2018-03-19,2018-03-25,excluded_non_sentinel,True
2119,UKR,,2018-03-26,2018-04-01,excluded_non_sentinel,True
2120,UKR,,2018-04-02,2018-04-08,excluded_non_sentinel,True
2121,UKR,,2018-04-09,2018-04-15,excluded_non_sentinel,True
2122,UKR,,2018-04-16,2018-04-22,excluded_non_sentinel,True
2123,UKR,,2018-04-23,2018-04-29,excluded_non_sentinel,True
2124,UKR,,2018-04-30,2018-05-06,excluded_non_sentinel,True
2125,UKR,,2018-05-07,2018-05-13,excluded_non_sentinel,True
2126,UKR,,2018-05-14,2018-05-20,excluded_non_sentinel,True
2127,UKR,,2018-05-28,2018-06-03,excluded_non_sentinel,True
2128,UKR,,2018-06-04,2018-06-10,excluded_non_sentinel,True
2129,UKR,,2018-10-22,2018-10-28,excluded_non_sentinel,True
2130,UKR,,2018-10-29,2018-11-04,excluded_non_sentinel,True
2131,UKR,,2018-11-12,2018-11-18,excluded_non_sentinel,True
2132,UKR,,2018-11-19,2018-11-25,excluded_non_sentinel,True
2133,UKR,,2018-11-26,2018-12-02,excluded_non_sentinel,True
2134,UKR,,2018-12-03,2018-12-09,excluded_non_sentinel,True
2135,UKR,,2018-12-10,2018-12-16,excluded_non_sentinel,True
2136,UKR,,2018-12-17,2018-12-23,excluded_non_sentinel,True
2137,UKR,,2018-12-24,2018-12-30,excluded_non_sentinel,True
2138,UKR,,2018-12-31,2019-01-06,excluded_non_sentinel,True
2139,UKR,,2019-01-07,2019-01-13,excluded_non_sentinel,True
2140,UKR,,2019-01-14,2019-01-20,excluded_non_sentinel,True
2141,UKR,,2019-01-21,2019-01-27,excluded_non_sentinel,True
2142,UKR,,2019-01-28,2019-02-03,excluded_non_sentinel,True
2143,UKR,,2019-02-04,2019-02-10,excluded_non_sentinel,True
2144,UKR,,2019-02-11,2019-02-17,excluded_non_sentinel,True
2145,UKR,,2019-02-18,2019-02-24,excluded_non_sentinel,True
2146,UKR,,2019-02-25,2019-03-03,excluded_non_sentinel,True
2147,UKR,,2019-03-04,2019-03-10,excluded_non_sentinel,True
2148,UKR,,2019-03-11,2019-03-17,excluded_non_sentinel,True
2149,UKR,,2019-03-18,2019-03-24,excluded_non_sentinel,True
2150,UKR,,2019-03-25,2019-03-31,excluded_non_sentinel,True
2151,UKR,,2019-04-01,2019-04-07,excluded_non_sentinel,True
2152,UKR,,2019-04-08,2019-04-14,excluded_non_sentinel,True
2153,UKR,,2019-04-15,2019-04-21,excluded_non_sentinel,True
2154,UKR,,2019-04-22,2019-04-28,excluded_non_sentinel,True
