country,market_id,commodity_id,commodity,currency,unit,food_unit_original,food_unit_kg,food_normalized_unit,food_price_type,wage_series_signature,series_id,baseline_months,baseline_year_counts,baseline_geometric_mean,eligible,eligibility_reason,weight
YEM,1939,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",94bc2aad2cd994b97baf3149387c9dcd97c285f05c96ae2e3ffc14a14589902e,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",4.256770779654882,False,insufficient fixed baseline coverage,
YEM,1937,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",9b9c532a9c4f529f7c78ae090f1f51d393a87df72db224e489a981654da9070f,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",6.335701093797626,False,insufficient fixed baseline coverage,
YEM,196,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",9d0bf92c1ddc1707fc7ee82a8043a8218d3c099001599be1c9ad60843628a1c5,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",18.383956283357556,False,insufficient fixed baseline coverage,
YEM,196,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",9e8a64642069d9e9021178daa84dce335adb6f3c9832c85de0bc751648d87158,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",15.983140168948141,False,insufficient fixed baseline coverage,
YEM,1943,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",9eab3417088c4e8b4532ab13be80da446ec52dd69262c062c3caf0ea40fbb2f5,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",15.65031035749653,False,insufficient fixed baseline coverage,
YEM,1945,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",a4fb1e55bf917f7955f73b60740e510e720dc4c37061b295a40c33fc035af37e,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",15.151274323314356,False,insufficient fixed baseline coverage,
YEM,1939,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",a66a9ec7f9049aad80f2926d64bab5fd617fe54b1fa1f3cc2438f323a161bce0,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",12.72250281896183,False,insufficient fixed baseline coverage,
YEM,195,65,Sorghum,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",b58174cd21f3df2e03dfac67905fccb4eaeb657cbf85179f3b002a2050429ee9,41,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":10}",11.90994009974069,False,insufficient fixed baseline coverage,
YEM,198,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",b8269c7696853feb3e447982112e6dc795534ea8c1c19b716680eddbc3374169,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",6.812795090361976,False,insufficient fixed baseline coverage,
YEM,1944,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",bb3998453cb4c597f548c71c0615ea395a5f8ccc6b9e72a0c2ed911f48b46308,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",16.1705109496777,False,insufficient fixed baseline coverage,
YEM,195,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",bec67c279890cd8efee6d4c57915c3c688cd5502cb20c6762dec95ea3b5883b2,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",5.655399223652258,False,insufficient fixed baseline coverage,
YEM,1935,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",bfbb9500cd4bec62119701fad9658d4e02bf71b5391e2d9e03cd4a6b88da3e2c,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",22.27405294399966,False,insufficient fixed baseline coverage,
YEM,192,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",c41703deb4e75c76045d144bf3333b9f1f372499dde18b545a42566a8752b92b,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",8.358847671672601,False,insufficient fixed baseline coverage,
YEM,1945,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",c90c4f21acba45e0aeaa3b325f9c7bdf960a3b989b428aaab4959baded940bd6,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",17.917887222235006,False,insufficient fixed baseline coverage,
YEM,1935,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",d0164b07e2565bd23f262a3fad84a653e9fdb0c514f7dd2608bc8d2babc1d76c,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",20.27402010565903,False,insufficient fixed baseline coverage,
YEM,1938,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",d5063247f0afe758f9353d65c1a35691148949adc27cd96bfdc1b75154aa3a1b,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",23.296853384259606,False,insufficient fixed baseline coverage,
YEM,1947,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",d608a16ca9fb6bf540b5bc8b31921515234ef3a5e0579179913d3e29dee0aa39,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",14.143371016953077,False,insufficient fixed baseline coverage,
YEM,1939,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",d9a499439a8877a32fd3319fd862c6922551dadf3a0c3e5995bfed7a8407edae,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",14.675491830506958,False,insufficient fixed baseline coverage,
