country,source,identity,source_url,first,last,baseline_months,baseline_year_counts,baseline_coverage_eligible
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1940"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-07,2026-07,37,"{""2015"": 0, ""2016"": 6, ""2017"": 11, ""2018"": 10, ""2019"": 10}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1941"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1942"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1943"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,40,"{""2015"": 0, ""2016"": 7, ""2017"": 10, ""2018"": 11, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1944"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1945"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,39,"{""2015"": 0, ""2016"": 6, ""2017"": 11, ""2018"": 11, ""2019"": 11}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1946"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-10,2024-04,28,"{""2015"": 0, ""2016"": 3, ""2017"": 10, ""2018"": 9, ""2019"": 6}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1947"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""195"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,32,"{""2015"": 0, ""2016"": 4, ""2017"": 10, ""2018"": 9, ""2019"": 9}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""196"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,37,"{""2015"": 0, ""2016"": 7, ""2017"": 10, ""2018"": 12, ""2019"": 8}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""197"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""198"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""199"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Rice (imported)"", ""commodity_id"": ""64"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""2370"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-07,2024-05,26,"{""2015"": 0, ""2016"": 6, ""2017"": 12, ""2018"": 8, ""2019"": 0}",False
YEM,wfp_yem,"{""commodity"": ""Sorghum"", ""commodity_id"": ""65"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1934"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2022-03,41,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 10}",False
YEM,wfp_yem,"{""commodity"": ""Sorghum"", ""commodity_id"": ""65"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1943"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2021-11,38,"{""2015"": 0, ""2016"": 7, ""2017"": 10, ""2018"": 11, ""2019"": 10}",False
YEM,wfp_yem,"{""commodity"": ""Sorghum"", ""commodity_id"": ""65"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""195"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2021-06,41,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 10}",False
YEM,wfp_yem,"{""commodity"": ""Sorghum"", ""commodity_id"": ""65"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""197"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2022-03,38,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 7}",False
YEM,wfp_yem,"{""commodity"": ""Sorghum"", ""commodity_id"": ""65"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""2370"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-07,2022-03,26,"{""2015"": 0, ""2016"": 6, ""2017"": 12, ""2018"": 8, ""2019"": 0}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""192"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""193"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1933"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1934"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,35,"{""2015"": 0, ""2016"": 5, ""2017"": 11, ""2018"": 10, ""2019"": 9}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1935"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,37,"{""2015"": 0, ""2016"": 7, ""2017"": 9, ""2018"": 11, ""2019"": 10}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1936"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-07,2026-07,39,"{""2015"": 0, ""2016"": 6, ""2017"": 11, ""2018"": 10, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1937"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2026-07,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
YEM,wfp_yem,"{""commodity"": ""Wheat flour"", ""commodity_id"": ""58"", ""currency"": ""YER"", ""food_normalized_unit"": ""KG"", ""food_price_type"": ""Retail"", ""food_unit_kg"": 1.0, ""food_unit_original"": ""KG"", ""market_id"": ""1938"", ""wage_series_signature"": {""commodity"": ""Wage (non-qualified labour)"", ""commodity_id"": ""277"", ""currency"": ""YER"", ""pricetype"": ""Retail"", ""unit"": ""DAY""}}",https://data.humdata.org/dataset/98574e10-6866-4f13-a2b1-3c8312801af5/resource/2f0c1d18-d42d-4e43-b928-1bd1fc7f6c90/download/wfp_food_prices_yem.csv,2016-06,2024-05,43,"{""2015"": 0, ""2016"": 7, ""2017"": 12, ""2018"": 12, ""2019"": 12}",False
