country,year,metric,value,unit,n_observations,geographic_scope,population_denominator_compatible,quality_note
ETH,2002,conflict_civilian_targeting_deaths,35.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2002,conflict_civilian_targeting_deaths_per_100k,0.048858445455206255,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2002,conflict_nonstate_deaths,724.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2002,conflict_total_deaths,809.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2002,conflict_total_deaths_per_100k,1.1293280678074815,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2002,population,71635517.0,people,1,source country definition,True,
ETH,2002,refugees_origin_stock,61235.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2002,refugees_origin_stock_change,2255.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2002,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2002,returned_refugees_flow,208.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2003,asylum_seekers_origin_stock,10805.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2003,conflict_battle_deaths,50.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2003,conflict_battle_deaths_per_100k,0.06772070513019421,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2003,conflict_civilian_targeting_deaths,511.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2003,conflict_civilian_targeting_deaths_per_100k,0.6921056064305848,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2003,conflict_nonstate_deaths,532.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2003,conflict_total_deaths,1093.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2003,conflict_total_deaths_per_100k,1.4803746141460452,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2003,population,73832663.0,people,1,source country definition,True,
ETH,2003,refugees_origin_stock,62674.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2003,refugees_origin_stock_change,1439.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2003,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2003,returned_refugees_flow,19.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2004,asylum_seekers_origin_stock,13098.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2004,conflict_battle_deaths,50.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2004,conflict_battle_deaths_per_100k,0.06572270806054575,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2004,conflict_civilian_targeting_deaths,244.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2004,conflict_civilian_targeting_deaths_per_100k,0.3207268153354633,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2004,conflict_nonstate_deaths,181.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2004,conflict_total_deaths,475.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2004,conflict_total_deaths_per_100k,0.6243657265751847,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2004,population,76077206.0,people,1,source country definition,True,
ETH,2004,refugees_origin_stock,63153.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2004,refugees_origin_stock_change,479.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2004,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2004,returned_refugees_flow,5.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2005,asylum_seekers_origin_stock,16216.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2005,conflict_battle_deaths,83.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2005,conflict_battle_deaths_per_100k,0.1059112920195076,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2005,conflict_civilian_targeting_deaths,24.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2005,conflict_civilian_targeting_deaths_per_100k,0.030624951909255203,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2005,conflict_nonstate_deaths,183.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2005,conflict_total_deaths,290.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2005,conflict_total_deaths_per_100k,0.37005150223683375,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2005,population,78367470.0,people,1,source country definition,True,
ETH,2005,refugees_origin_stock,65447.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2005,refugees_origin_stock_change,2294.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2005,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2005,returned_refugees_flow,146.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2006,asylum_seekers_origin_stock,16670.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2006,conflict_battle_deaths,50.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2006,conflict_battle_deaths_per_100k,0.06195518929850494,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2006,conflict_civilian_targeting_deaths,20.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2006,conflict_civilian_targeting_deaths_per_100k,0.024782075719401973,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2006,conflict_nonstate_deaths,360.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2006,conflict_total_deaths,430.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2006,conflict_total_deaths_per_100k,0.5328146279671424,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2006,population,80703490.0,people,1,source country definition,True,
ETH,2006,refugees_origin_stock,74007.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2006,refugees_origin_stock_change,8560.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2006,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2006,returned_refugees_flow,23.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2007,asylum_seekers_origin_stock,29469.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2007,conflict_battle_deaths,177.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2007,conflict_battle_deaths_per_100k,0.21298814461057508,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2007,conflict_civilian_targeting_deaths,235.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2007,conflict_civilian_targeting_deaths_per_100k,0.28278086996319285,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2007,conflict_nonstate_deaths,88.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2007,conflict_total_deaths,500.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2007,conflict_total_deaths_per_100k,0.6016614254536019,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2007,population,83103217.0,people,1,source country definition,True,
ETH,2007,refugees_origin_stock,59845.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2007,refugees_origin_stock_change,-14162.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2007,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2007,returned_refugees_flow,21.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2008,asylum_seekers_origin_stock,31506.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2008,conflict_battle_deaths,50.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2008,conflict_battle_deaths_per_100k,0.058449679758880574,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2008,conflict_civilian_targeting_deaths,1.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2008,conflict_civilian_targeting_deaths_per_100k,0.0011689935951776115,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2008,conflict_nonstate_deaths,260.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2008,conflict_total_deaths,311.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2008,conflict_total_deaths_per_100k,0.36355700810023717,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2008,population,85543668.0,people,1,source country definition,True,
ETH,2008,refugees_origin_stock,63863.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2008,refugees_origin_stock_change,4018.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2008,religious_freedom,1.881,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2008,returned_refugees_flow,164.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2009,asylum_seekers_origin_stock,48733.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2009,conflict_battle_deaths,515.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2009,conflict_battle_deaths_per_100k,0.5851764953668338,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2009,conflict_civilian_targeting_deaths,0.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2009,conflict_civilian_targeting_deaths_per_100k,0.0,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2009,conflict_nonstate_deaths,75.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2009,conflict_total_deaths,590.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2009,conflict_total_deaths_per_100k,0.6703963733328776,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2009,population,88007636.0,people,1,source country definition,True,
ETH,2009,refugees_origin_stock,62877.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2009,refugees_origin_stock_change,-986.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2009,religious_freedom,1.788,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2009,returned_refugees_flow,14.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2010,asylum_seekers_origin_stock,48883.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2010,conflict_battle_deaths,151.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2010,conflict_battle_deaths_per_100k,0.16677985238414672,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2010,conflict_civilian_targeting_deaths,0.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2010,conflict_civilian_targeting_deaths_per_100k,0.0,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2010,conflict_nonstate_deaths,1.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2010,conflict_total_deaths,152.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2010,conflict_total_deaths_per_100k,0.16788435471781657,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2010,population,90538514.0,people,1,source country definition,True,
ETH,2010,refugees_origin_stock,68838.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2010,refugees_origin_stock_change,5961.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2010,religious_freedom,1.811,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2010,returned_refugees_flow,5.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2011,asylum_seekers_origin_stock,38827.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2011,conflict_battle_deaths,51.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2011,conflict_battle_deaths_per_100k,0.054750420209475105,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2011,conflict_civilian_targeting_deaths,0.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2011,conflict_civilian_targeting_deaths_per_100k,0.0,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2011,conflict_nonstate_deaths,15.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2011,conflict_total_deaths,66.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2011,conflict_total_deaths_per_100k,0.07085348497696778,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2011,population,93149970.0,people,1,source country definition,True,
ETH,2011,refugees_origin_stock,70601.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2011,refugees_origin_stock_change,1763.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2011,religious_freedom,1.693,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2011,returned_refugees_flow,21.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2012,asylum_seekers_origin_stock,41902.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2012,conflict_battle_deaths,50.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2012,conflict_battle_deaths_per_100k,0.052192738555810435,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2012,conflict_civilian_targeting_deaths,88.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2012,conflict_civilian_targeting_deaths_per_100k,0.09185921985822636,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2012,conflict_nonstate_deaths,253.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2012,conflict_total_deaths,391.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2012,conflict_total_deaths_per_100k,0.40814721550643757,deaths per 100000 people,1,source country definitions; political borders may differ,,UCDP best estimate / same-country same-year WDI population; territory definitions require care.
ETH,2012,population,95798767.0,people,1,source country definition,True,
ETH,2012,refugees_origin_stock,74964.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2012,refugees_origin_stock_change,4363.0,people net stock change,2,worldwide destinations by source country of origin,,"Net stock change, not newly displaced people; returns/reclassification also contribute."
ETH,2012,religious_freedom,1.575,V-Dem latent interval score,1,source country definition,True,"Expert-coded freedom of religion; higher = more freedom. Not incident count. PSE unit is West Bank, not combined Palestinian territories."
ETH,2012,returned_refugees_flow,29.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2013,asylum_seekers_origin_stock,49315.0,people,1,source country definition,True,Origin-country aggregate. Stocks are not new displacement flows; dash remains missing.
ETH,2013,conflict_battle_deaths,77.0,deaths,1,UCDP source-country territory,True,UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
